step,train/loss,train/grad_norm,train/lr,train/now_ce,train/real_ce,train/world_ce,train/consistency,train/delta,train/now_value,train/world_value
13,10.135417938232422,1.0416063070297241,9.998239480999694e-05,5.059370994567871,5.078550815582275,5.072897911071777,5.731419878429733e-05,0.00010413872951176018,0.45367640256881714,0.4536987543106079
14,10.171830177307129,1.0366947650909424,9.997958234802317e-05,5.0800933837890625,5.095111846923828,5.087794303894043,5.6137785577448085e-05,8.542821888113394e-05,0.4602813124656677,0.4601813554763794
15,10.080145835876465,1.1722155809402466,9.997656161737224e-05,5.0418548583984375,5.037884712219238,5.038057804107666,5.5292162869591266e-05,0.00010422024934086949,0.4677864611148834,0.466640830039978
16,10.123411178588867,1.071205735206604,9.997333263129455e-05,5.054295539855957,5.071835041046143,5.065861225128174,4.34391331509687e-05,9.071618114830926e-05,0.47336632013320923,0.4723573327064514
17,10.070959091186523,1.375404715538025,9.9969895403954e-05,5.033015251159668,5.035296440124512,5.039962291717529,4.5324122766032815e-05,0.0001119864682550542,0.4779784083366394,0.4763501286506653
18,10.032737731933594,1.517067551612854,9.996624995042799e-05,5.012050628662109,5.008967876434326,5.031761169433594,5.463043271447532e-05,0.00010629054304445162,0.48040637373924255,0.4794197082519531
19,9.920428276062012,1.4067639112472534,9.996239628670723e-05,4.960538864135742,4.955829620361328,4.963204860687256,6.368889444274828e-05,0.00012191889982204884,0.47754061222076416,0.4763662815093994
20,9.915382385253906,1.681350827217102,9.995833442969578e-05,4.947113990783691,4.970968246459961,4.9646735191345215,6.52341332170181e-05,0.00015844612789805979,0.47644031047821045,0.4745161533355713
21,9.893853187561035,1.260829210281372,9.995406439721094e-05,4.946409702301025,4.944180488586426,4.949573993682861,9.74659706116654e-05,0.00018574431305751204,0.4728732407093048,0.4714827239513397
22,9.889567375183105,1.5390816926956177,9.994958620798314e-05,4.9481000900268555,4.9385247230529785,4.943173885345459,9.75561051745899e-05,0.00021105461928527802,0.4750872254371643,0.47067946195602417
23,9.884003639221191,1.4144537448883057,9.994489988165593e-05,4.936634063720703,4.945201396942139,4.948424339294434,8.658544538775459e-05,0.0001913920568767935,0.4781835675239563,0.47383224964141846
24,9.876971244812012,1.4968971014022827,9.994000543878584e-05,4.93244743347168,4.939833164215088,4.947944164276123,0.00010966591798933223,0.00020804257655981928,0.4817681908607483,0.4782783091068268
25,9.813324928283691,2.1962690353393555,9.993490290084226e-05,4.906952381134033,4.909641742706299,4.901775360107422,0.00012090426025679335,0.00021069892682135105,0.485050767660141,0.4803999066352844
26,9.872506141662598,1.562628984451294,9.992959229020745e-05,4.913505554199219,4.961182117462158,4.955532550811768,9.578229219187051e-05,0.000226197560550645,0.49024754762649536,0.4843323826789856
27,9.759343147277832,1.6822056770324707,9.992407363017632e-05,4.866996765136719,4.889010429382324,4.893909931182861,0.00013407203368842602,0.00030915826209820807,0.49225133657455444,0.4848909080028534
28,9.7421236038208,1.4876978397369385,9.991834694495642e-05,4.884923934936523,4.8533782958984375,4.859216690063477,0.0001532864844193682,0.00029784609796479344,0.4946558177471161,0.4882490634918213
29,9.712492942810059,1.6992162466049194,9.991241225966781e-05,4.846063613891602,4.86650276184082,4.864550590515137,0.00015300749510060996,0.0002985545143019408,0.4944697618484497,0.487122118473053
30,9.711981773376465,1.848947525024414,9.990626960034291e-05,4.857999324798584,4.851694583892822,4.8538432121276855,0.00021332473261281848,0.00039321964140981436,0.4955134987831116,0.48589420318603516
31,9.67386245727539,1.5686376094818115,9.989991899392642e-05,4.827811241149902,4.849119663238525,4.840732574462891,0.0001922417723108083,0.0003703401598613709,0.4952227473258972,0.48495936393737793
32,9.640841484069824,1.781261682510376,9.989336046827522e-05,4.81939697265625,4.821652412414551,4.81915283203125,0.00017062040569726378,0.00035024015232920647,0.4959508180618286,0.4883073568344116
33,9.587509155273438,2.176645278930664,9.98865940521582e-05,4.78816556930542,4.794859886169434,4.801918983459473,0.0001391203113598749,0.0003375715168658644,0.49143481254577637,0.48581844568252563
34,9.737025260925293,2.1502621173858643,9.987961977525619e-05,4.867171764373779,4.8725481033325195,4.864978313446045,0.00017624105385039002,0.0003685789415612817,0.4918613135814667,0.48569542169570923
35,9.606827735900879,2.86274790763855,9.987243766816176e-05,4.790891170501709,4.814478397369385,4.814999103546143,0.00019872856501024216,0.0004000611952506006,0.4868643283843994,0.4783547520637512
36,9.627740859985352,2.2181689739227295,9.986504776237917e-05,4.805705547332764,4.821683883666992,4.8191704750061035,0.0002801084192469716,0.000524032860994339,0.48475420475006104,0.47438573837280273
37,9.428414344787598,1.8284939527511597,9.985745009032414e-05,4.705547332763672,4.721778392791748,4.721106052398682,0.00023327740200329572,0.00047916307812556624,0.4825909733772278,0.47379839420318604
38,9.479961395263672,1.6466933488845825,9.984964468532379e-05,4.72874116897583,4.745215892791748,4.75300931930542,0.0003163514193147421,0.0007375443237833679,0.4897534251213074,0.48023027181625366
39,9.309237480163574,1.4595388174057007,9.984163158161643e-05,4.6451826095581055,4.657281875610352,4.667251110076904,0.00030140820308588445,0.00059252989012748,0.49354639649391174,0.48400142788887024
40,9.356758117675781,2.4457406997680664,9.983341081435147e-05,4.667382717132568,4.678837299346924,4.695457935333252,0.0003066054778173566,0.0008072643540799618,0.5040467977523804,0.49216872453689575
41,9.254709243774414,2.6411473751068115,9.98249824195892e-05,4.6229963302612305,4.634852409362793,4.623347759246826,0.0003112676495220512,0.0009951784741133451,0.5048060417175293,0.4944540858268738
42,9.237248420715332,2.434056282043457,9.98163464343007e-05,4.63020658493042,4.600841522216797,4.607922554016113,0.0003840437566395849,0.0009460771107114851,0.5022420287132263,0.4925723373889923
43,9.274740219116211,2.232045888900757,9.980750289636762e-05,4.629976272583008,4.645736217498779,4.6390228271484375,0.0003117927990388125,0.0008801740477792919,0.49524328112602234,0.48731112480163574
44,9.25584602355957,2.957484245300293,9.979845184458205e-05,4.624551773071289,4.634754180908203,4.623657703399658,0.0003001591539941728,0.0007441741763614118,0.4935343861579895,0.4826551079750061
45,9.259085655212402,2.639700174331665,9.97891933186463e-05,4.61099910736084,4.643745422363281,4.648934841156006,0.00029755503055639565,0.0005753626464866102,0.4817904233932495,0.4740200340747833
46,9.230055809020996,2.5108230113983154,9.977972735917285e-05,4.604434013366699,4.613785266876221,4.63237190246582,0.00042774536996148527,0.0008438022923655808,0.4794660210609436,0.46753910183906555
47,9.250580787658691,2.0477209091186523,9.977005400768399e-05,4.618320465087891,4.634591102600098,4.6258368492126465,0.00032530806493014097,0.0006983131752349436,0.4845502972602844,0.4733695387840271
48,9.232104301452637,1.7728477716445923,9.976017330661179e-05,4.607697010040283,4.620723724365234,4.624082088470459,0.00036410236498340964,0.0006379135884344578,0.49033793807029724,0.4834662079811096
49,9.169143676757812,2.2010960578918457,9.97500852992978e-05,4.577175617218018,4.593893051147461,4.586105823516846,0.0002838752116076648,0.0007007004460319877,0.5010735988616943,0.4940195381641388
50,9.235984802246094,1.9630205631256104,9.9739790029993e-05,4.613515377044678,4.609723091125488,4.631198406219482,0.00031451426912099123,0.0006892773089930415,0.5055104494094849,0.49724310636520386
51,9.072612762451172,1.691220760345459,9.972928754385747e-05,4.530810832977295,4.53627347946167,4.542891025543213,0.00033089026692323387,0.0007793229888193309,0.5020027756690979,0.4948256015777588
52,9.120424270629883,2.366727828979492,9.971857788696025e-05,4.566304683685303,4.537126541137695,4.567739486694336,0.00025200555683113635,0.0005911730695515871,0.5008341073989868,0.4964279234409332
53,9.050243377685547,2.2445621490478516,9.970766110627912e-05,4.525338172912598,4.504458904266357,4.541350841522217,0.00034365756437182426,0.0006559923640452325,0.5075920820236206,0.5034152865409851
54,8.95436954498291,2.7383077144622803,9.969653724970043e-05,4.476499557495117,4.472121238708496,4.479227542877197,0.0003477326827123761,0.0007501238724216819,0.5050153732299805,0.4994185268878937
55,9.01140308380127,3.61489200592041,9.968520636601886e-05,4.497039318084717,4.505398750305176,4.5179948806762695,0.0003702704852912575,0.000963398371823132,0.49756062030792236,0.4953169822692871
56,9.093955039978027,2.488560199737549,9.967366850493722e-05,4.527733325958252,4.5541582107543945,4.57252836227417,0.0004810619284398854,0.0009579930338077247,0.49585413932800293,0.48849791288375854
57,8.872517585754395,2.4595205783843994,9.966192371706618e-05,4.419146537780762,4.448868274688721,4.451651096343994,0.0005295024020597339,0.0010266330791637301,0.5051185488700867,0.49704399704933167
58,9.092700004577637,3.880767822265625,9.964997205392416e-05,4.528166770935059,4.545482635498047,4.578088760375977,0.00048613004037179053,0.0008880563545972109,0.497688353061676,0.4909730851650238
59,8.895797729492188,4.29996395111084,9.963781356793697e-05,4.436244010925293,4.44695520401001,4.467068195343018,0.0003974226419813931,0.0008741550846025348,0.49639594554901123,0.49099457263946533
60,8.995661735534668,3.161292314529419,9.962544831243773e-05,4.49155330657959,4.495584964752197,4.5074310302734375,0.0004082860832568258,0.0008921835105866194,0.5009357333183289,0.4979665279388428
61,8.922138214111328,5.964055061340332,9.961287634166645e-05,4.4479169845581055,4.47898530960083,4.4628777503967285,0.00040919246384873986,0.0012357364175841212,0.5049298405647278,0.5034216642379761
62,8.907110214233398,3.840571641921997,9.960009771076996e-05,4.463183879852295,4.449344158172607,4.432088375091553,0.0003378172405064106,0.0012672569137066603,0.5037091374397278,0.5003494024276733
63,8.855642318725586,2.48506760597229,9.958711247580159e-05,4.427484035491943,4.421879768371582,4.42732048034668,0.0005592455854639411,0.001219747238792479,0.5054179430007935,0.5119497776031494
64,8.907702445983887,2.6839804649353027,9.957392069372093e-05,4.446150779724121,4.452948093414307,4.464291572570801,0.0005389837897382677,0.0009273553732782602,0.5070837736129761,0.5079399347305298
65,9.018634796142578,2.7164394855499268,9.95605224223936e-05,4.50750732421875,4.499160289764404,4.517113208770752,0.000499080226290971,0.0009958782466128469,0.5061105489730835,0.5082195997238159
66,8.753631591796875,2.5931344032287598,9.954691772059095e-05,4.352544784545898,4.389554500579834,4.405646324157715,0.0005813221796415746,0.0011618596035987139,0.5052397847175598,0.5068628787994385
67,8.52786636352539,2.521355390548706,9.95331066479899e-05,4.26541805267334,4.253172874450684,4.262451648712158,0.0007438342436216772,0.0015740719391033053,0.4951043128967285,0.4948665499687195
68,8.800979614257812,2.3490912914276123,9.951908926517253e-05,4.3907036781311035,4.4068756103515625,4.404170989990234,0.0007258646655827761,0.0016507403925061226,0.4895779490470886,0.4895152449607849
69,8.528829574584961,2.237028121948242,9.950486563362595e-05,4.246996879577637,4.276168346405029,4.27586555480957,0.0009757424122653902,0.0019323615124449134,0.48920637369155884,0.4924124479293823
70,8.703719139099121,2.4699010848999023,9.949043581574199e-05,4.3405561447143555,4.355514049530029,4.3623270988464355,0.0007245668675750494,0.0013959859497845173,0.4960438907146454,0.49317142367362976
71,8.643878936767578,2.9676513671875,9.947579987481685e-05,4.302568435668945,4.348260402679443,4.326936721801758,0.0007204539142549038,0.001135446596890688,0.4979678988456726,0.5013842582702637
72,8.553250312805176,3.653930902481079,9.946095787505095e-05,4.28700065612793,4.269115924835205,4.254321575164795,0.0007974064210429788,0.0014683051267638803,0.5030576586723328,0.49937596917152405
73,8.588027954101562,3.1986021995544434,9.944590988154857e-05,4.304718494415283,4.272683620452881,4.2867255210876465,0.0006414377712644637,0.001161082647740841,0.5223772525787354,0.5190560817718506
74,8.765180587768555,4.548569202423096,9.943065596031756e-05,4.376233100891113,4.363840103149414,4.405933380126953,0.0007342657190747559,0.0012962634209543467,0.5190348625183105,0.5205116271972656
75,8.592233657836914,2.932279348373413,9.941519617826907e-05,4.275516510009766,4.306259632110596,4.320110321044922,0.0008158368873409927,0.0009503238834440708,0.519744336605072,0.5227411985397339
76,8.55003833770752,2.8307993412017822,9.93995306032173e-05,4.265322685241699,4.269492149353027,4.289917945861816,0.0009432610240764916,0.0015622087521478534,0.5224471092224121,0.5263267755508423
77,8.53676986694336,4.265493869781494,9.93836593038791e-05,4.248020172119141,4.2854204177856445,4.283006191253662,0.00082791643217206,0.0014405556721612811,0.500359833240509,0.5032030940055847
78,8.482425689697266,3.824962615966797,9.936758234987377e-05,4.2307448387146,4.251672267913818,4.243198871612549,0.000794177467469126,0.0013286345638334751,0.5029355883598328,0.5020807981491089
79,8.54743766784668,2.4093480110168457,9.93512998117227e-05,4.264307975769043,4.270078659057617,4.285119533538818,0.0009018616983667016,0.0018634579610079527,0.49794507026672363,0.4987611472606659
80,8.5928316116333,2.8234164714813232,9.933481176084905e-05,4.281330108642578,4.304568767547607,4.309986591339111,0.000785581476520747,0.0013265206944197416,0.49651145935058594,0.49850499629974365
81,8.40859603881836,4.341012954711914,9.931811826957747e-05,4.21042537689209,4.1881303787231445,4.198646068572998,0.0007389747770503163,0.0016523393569514155,0.4992198348045349,0.502687931060791
82,8.522336959838867,3.9656057357788086,9.93012194111338e-05,4.268342971801758,4.247430801391602,4.248368263244629,0.0012259886134415865,0.001821056823246181,0.49092355370521545,0.49239566922187805
83,8.553570747375488,4.750174522399902,9.928411525964468e-05,4.2556939125061035,4.277753829956055,4.307098865509033,0.0011461310787126422,0.0015786148142069578,0.49532008171081543,0.4988783597946167
84,8.458635330200195,2.4545845985412598,9.926680589013732e-05,4.224408149719238,4.238541126251221,4.219308376312256,0.0008024524431675673,0.0018487044144421816,0.4997525215148926,0.4992539882659912
85,8.761490821838379,4.257668972015381,9.924929137853904e-05,4.37230920791626,4.36658239364624,4.4000678062438965,0.0010959324426949024,0.0018322501564398408,0.5122525691986084,0.5147078037261963
86,8.432411193847656,3.343722343444824,9.92315718016771e-05,4.191091537475586,4.222541809082031,4.248450756072998,0.0010348797077313066,0.0018767784349620342,0.5111690759658813,0.5101313591003418
87,8.396651268005371,2.460563898086548,9.921364723727822e-05,4.197320461273193,4.192019462585449,4.196123123168945,0.0008545006858184934,0.0017751996638253331,0.5138568878173828,0.5165132880210876
88,8.288985252380371,4.250048637390137,9.919551776396828e-05,4.140314102172852,4.137535572052002,4.1461052894592285,0.0012815039372071624,0.0021437990944832563,0.5081983804702759,0.5043458342552185
89,8.401823997497559,4.535687446594238,9.917718346127207e-05,4.225359916687012,4.185227394104004,4.157907009124756,0.0008754748268984258,0.001573209068737924,0.50544673204422,0.5103441476821899
90,8.401864051818848,3.6196272373199463,9.915864440961278e-05,4.1967010498046875,4.221038341522217,4.180583477020264,0.0009201973443850875,0.0012552813859656453,0.4882670044898987,0.49430370330810547
91,8.443843841552734,5.0142502784729,9.913990069031175e-05,4.198088645935059,4.222311019897461,4.260798454284668,0.0007129622390493751,0.0013871518895030022,0.4933730959892273,0.4963313043117523
92,8.384563446044922,6.112806797027588,9.912095238558812e-05,4.179880142211914,4.194052696228027,4.205933094024658,0.0009122705669142306,0.0014330338453873992,0.5064620971679688,0.5077016353607178
93,8.426621437072754,4.581231594085693,9.910179957855842e-05,4.222997188568115,4.188117504119873,4.209632396697998,0.0008996276301331818,0.0014747469685971737,0.5043754577636719,0.5100972056388855
94,8.45753002166748,4.316192150115967,9.908244235323625e-05,4.204838752746582,4.2467193603515625,4.24690055847168,0.0012987954542040825,0.0016417965525761247,0.5052683353424072,0.503984808921814
95,8.484333038330078,4.161659240722656,9.906288079453184e-05,4.246814727783203,4.222327709197998,4.2418131828308105,0.00101463811006397,0.00170875561889261,0.508644163608551,0.5100228786468506
96,8.50404167175293,2.5619122982025146,9.904311498825178e-05,4.22861385345459,4.25745153427124,4.281867027282715,0.0011490893084555864,0.0017346151871606708,0.506568968296051,0.5050629377365112
97,8.270249366760254,2.451357841491699,9.902314502109857e-05,4.126949310302734,4.126781940460205,4.148282051086426,0.0011829076102003455,0.0017013344913721085,0.4994341731071472,0.5036900639533997
98,8.193574905395508,3.669955253601074,9.900297098067023e-05,4.08586311340332,4.09921932220459,4.105216979980469,0.0011192286619916558,0.0016272892244160175,0.5053163766860962,0.5125033855438232
99,8.466861724853516,3.8024375438690186,9.898259295545998e-05,4.20585823059082,4.2486066818237305,4.261270523071289,0.0011607909109443426,0.00187199586071074,0.49489444494247437,0.49652862548828125
100,8.387594223022461,3.293303966522217,9.896201103485583e-05,4.176348686218262,4.210221767425537,4.198957443237305,0.001141197863034904,0.0021869176998734474,0.49215131998062134,0.4921478033065796
101,8.413186073303223,2.589991331100464,9.894122530914012e-05,4.202817440032959,4.204746246337891,4.201545715332031,0.0014772717840969563,0.0021336772479116917,0.49622347950935364,0.5015172958374023
102,8.505484580993652,3.3640925884246826,9.892023586948925e-05,4.232537269592285,4.262430191040039,4.271164417266846,0.0011372060980647802,0.0019379574805498123,0.50554358959198,0.5135430693626404
103,8.167500495910645,3.6304781436920166,9.889904280797314e-05,4.094218730926514,4.067197322845459,4.067429065704346,0.0009694921900518239,0.0020151089411228895,0.5123603343963623,0.5164214372634888
104,8.192468643188477,4.8014631271362305,9.887764621755495e-05,4.086228847503662,4.078461170196533,4.118984699249268,0.0010919540654867887,0.0026662417221814394,0.515978991985321,0.5185166597366333
105,8.210794448852539,3.165147304534912,9.885604619209056e-05,4.090261459350586,4.106738567352295,4.121455669403076,0.0010330677032470703,0.0021846904419362545,0.507582426071167,0.5064806938171387
106,8.197349548339844,5.68748140335083,9.883424282632828e-05,4.0842790603637695,4.099689960479736,4.114563941955566,0.0011585158063098788,0.0018131366232410073,0.4881867468357086,0.48976486921310425
107,8.421688079833984,3.9075100421905518,9.881223621590834e-05,4.202068328857422,4.209083080291748,4.217996120452881,0.0012111642863601446,0.00182855105958879,0.4985848665237427,0.5069222450256348
108,8.45055103302002,4.326452255249023,9.879002645736249e-05,4.229199409484863,4.210653305053711,4.217972755432129,0.0013522687368094921,0.0021670591086149216,0.5030572414398193,0.5098381042480469
109,8.131864547729492,3.3006975650787354,9.876761364811358e-05,4.06260871887207,4.057099342346191,4.0699028968811035,0.0010083263041451573,0.0018687968840822577,0.5091234445571899,0.5285452008247375
110,8.09567642211914,3.7567098140716553,9.874499788647518e-05,4.0321044921875,4.068268775939941,4.047425270080566,0.001181169762276113,0.0016815044218674302,0.5086363554000854,0.5155130624771118
111,8.338775634765625,2.9473581314086914,9.872217927165108e-05,4.144055366516113,4.192633628845215,4.18297004699707,0.0012063966132700443,0.002252487698569894,0.49764013290405273,0.5095362663269043
112,8.371444702148438,4.238862991333008,9.869915790373489e-05,4.19481897354126,4.176571846008301,4.162915229797363,0.0015032562660053372,0.0019372968235984445,0.47568652033805847,0.49259626865386963
113,8.232505798339844,3.670417547225952,9.867593388370958e-05,4.110324859619141,4.10043478012085,4.13203763961792,0.0010847034864127636,0.0018872653599828482,0.48630332946777344,0.4952583312988281
114,8.206703186035156,6.015278339385986,9.865250731344709e-05,4.084713935852051,4.106689453125,4.120490550994873,0.0014877192443236709,0.0027118732687085867,0.4984578788280487,0.4927622675895691
115,8.058758735656738,3.060722589492798,9.862887829570779e-05,4.036872863769531,4.0072021484375,4.026076793670654,0.0008344570524059236,0.001788538065738976,0.49168860912323,0.49603933095932007
116,8.231271743774414,2.903897523880005,9.860504693414011e-05,4.095207214355469,4.125443935394287,4.135695934295654,0.0010251543717458844,0.0017218745779246092,0.5263897180557251,0.5264624953269958
117,8.191187858581543,2.991534471511841,9.858101333328009e-05,4.070277214050293,4.109500885009766,4.123328685760498,0.0008773690205998719,0.0013705278979614377,0.519934892654419,0.5194528102874756
118,8.413284301757812,2.9838852882385254,9.855677759855084e-05,4.18747615814209,4.242852210998535,4.197512149810791,0.0009196044411510229,0.0018928108038380742,0.5049237012863159,0.5134194493293762
119,8.06203842163086,3.457148313522339,9.853233983626216e-05,4.002732276916504,4.051218032836914,4.052608966827393,0.0012873363448306918,0.002408849075436592,0.5130157470703125,0.5187515020370483
120,8.271688461303711,2.953251361846924,9.850770015361003e-05,4.114436149597168,4.151880264282227,4.149072170257568,0.001223397790454328,0.00216413545422256,0.5069151520729065,0.5149732828140259
121,8.346308708190918,4.956846237182617,9.848285865867615e-05,4.147928237915039,4.183394908905029,4.198310375213623,0.0015432712389156222,0.002220842521637678,0.49197259545326233,0.48904651403427124
122,8.376760482788086,3.9637773036956787,9.845781546042746e-05,4.198575019836426,4.172149181365967,4.168469429016113,0.0013180705718696117,0.002619524486362934,0.4810137152671814,0.4813261032104492
123,8.241647720336914,4.441425800323486,9.843257066871571e-05,4.095385551452637,4.130103588104248,4.148171424865723,0.001265935366973281,0.0022960887290537357,0.4915790557861328,0.5010166168212891
124,8.149203300476074,4.1167778968811035,9.840712439427688e-05,4.045876502990723,4.103093147277832,4.088859558105469,0.0013389087980613112,0.0023358333855867386,0.4944725036621094,0.4978295564651489
125,8.321346282958984,4.211203575134277,9.838147674873078e-05,4.131087779998779,4.178640365600586,4.188737392425537,0.001410662429407239,0.0018745982088148594,0.5007805228233337,0.5080039501190186
126,8.215526580810547,5.004364013671875,9.835562784458055e-05,4.1284098625183105,4.081000804901123,4.081243515014648,0.001165181864053011,0.0018319467781111598,0.5006856918334961,0.509680986404419
127,8.283546447753906,5.956024646759033,9.832957779521212e-05,4.120425701141357,4.159385681152344,4.154302597045898,0.0011986048193648458,0.0019398709991946816,0.49753516912460327,0.5049651265144348
128,7.925845623016357,4.146009922027588,9.830332671489374e-05,3.967106819152832,3.9748122692108154,3.9268639087677,0.0017917881486937404,0.002158586634323001,0.4885765016078949,0.4969698488712311
129,8.119974136352539,5.537071704864502,9.827687471877551e-05,4.051990032196045,4.059122562408447,4.063009738922119,0.0014691647375002503,0.0019900090992450714,0.4955838918685913,0.5031836628913879
130,8.121628761291504,4.929556846618652,9.825022192288881e-05,4.051070213317871,4.06532621383667,4.063542366027832,0.0014172568917274475,0.001644805772230029,0.5052542686462402,0.5100027918815613
131,8.220163345336914,7.169805526733398,9.822336844414585e-05,4.0862932205200195,4.1212077140808105,4.13430118560791,0.0012144483625888824,0.0018431887729093432,0.5074781179428101,0.5167596936225891
132,8.0798978805542,6.116759777069092,9.819631440033912e-05,4.025570869445801,4.04711389541626,4.047415256500244,0.0013033116701990366,0.0022280532866716385,0.520850419998169,0.5261856317520142
133,8.111732482910156,4.268951416015625,9.816905991014091e-05,4.053102016448975,4.049916744232178,4.051971435546875,0.001357325236313045,0.0024859446566551924,0.5110013484954834,0.5149807929992676
134,8.16020679473877,5.797945022583008,9.814160509310273e-05,4.076378345489502,4.0622453689575195,4.090034008026123,0.0014244013000279665,0.002419835887849331,0.49508148431777954,0.49986961483955383
135,7.9840617179870605,6.29262113571167,9.811395006965485e-05,3.9958696365356445,3.9920899868011475,3.9659371376037598,0.0015215923776850104,0.0030677393078804016,0.4742979407310486,0.47975462675094604
136,8.191598892211914,5.967455863952637,9.808609496110572e-05,4.066853046417236,4.1176652908325195,4.116306781768799,0.0016323088202625513,0.0022477235179394484,0.49988648295402527,0.5038945078849792
137,8.173383712768555,4.239569664001465,9.805803988964148e-05,4.056865215301514,4.102599143981934,4.117654323577881,0.0012225607642903924,0.001973212230950594,0.5111683011054993,0.5112048387527466
138,8.021842002868652,3.717487335205078,9.80297849783254e-05,4.032144546508789,3.9729247093200684,3.991607904434204,0.0016167624853551388,0.002098695607855916,0.5045812129974365,0.5092331171035767
139,8.376359939575195,5.56349515914917,9.800133035109736e-05,4.176863670349121,4.192429542541504,4.190788269042969,0.0017284154891967773,0.002214710460975766,0.4912327229976654,0.5004595518112183
140,8.092357635498047,8.930595397949219,9.797267613277324e-05,4.036496639251709,4.041717052459717,4.052258014678955,0.001596143702045083,0.002841200912371278,0.5018792152404785,0.49949124455451965
141,8.370851516723633,6.580621719360352,9.79438224490445e-05,4.166284561157227,4.186093807220459,4.207600116729736,0.0019496433669701219,0.001910031191073358,0.5029832124710083,0.4997510313987732
142,7.953550338745117,5.093388557434082,9.791476942647749e-05,3.961625099182129,3.985072612762451,3.9850239753723145,0.001576246228069067,0.0018623650539666414,0.5017462968826294,0.5046164989471436
143,8.019085884094238,8.973219871520996,9.788551719251298e-05,3.9992117881774902,4.024418830871582,3.9998891353607178,0.0011969032930210233,0.0026631145738065243,0.5078070163726807,0.5124833583831787
144,8.161149024963379,8.986042976379395,9.78560658754656e-05,4.072063446044922,4.086102485656738,4.078711986541748,0.0016194002237170935,0.0017199950525537133,0.5097575187683105,0.5113754868507385
145,8.2966890335083,4.714312553405762,9.78264156045232e-05,4.138122081756592,4.151364803314209,4.149555206298828,0.001676398329436779,0.002376887248829007,0.4892439544200897,0.483364462852478
146,8.213602066040039,6.849403381347656,9.779656650974642e-05,4.096539497375488,4.10494327545166,4.112705230712891,0.0015053213573992252,0.002613560762256384,0.49088752269744873,0.49917131662368774
147,8.276118278503418,5.350142002105713,9.776651872206796e-05,4.118429660797119,4.1277923583984375,4.1706156730651855,0.0015688393032178283,0.0026736140716820955,0.49729758501052856,0.49920523166656494
148,8.10759449005127,6.789699554443359,9.773627237329211e-05,4.04365348815918,4.039184093475342,4.073237419128418,0.0016841168981045485,0.0021806552540510893,0.5002351999282837,0.5035449862480164
149,8.0404634475708,5.856217861175537,9.770582759609417e-05,4.002242565155029,4.042622089385986,4.018893718719482,0.0020711834076792,0.0016600711969658732,0.5143681764602661,0.5200140476226807
150,7.908510208129883,6.697629451751709,9.767518452401985e-05,3.946013927459717,3.9670515060424805,3.942680835723877,0.001529062632471323,0.002286264207214117,0.5142319798469543,0.5157631039619446
151,8.093399047851562,5.166542053222656,9.764434329148461e-05,4.049685955047607,4.043647766113281,4.029776573181152,0.0012314433697611094,0.002268839394673705,0.48616164922714233,0.4903569519519806
